SKU,Product,Product additional attribute 6,Required by,PO #,PO date,Status,Product additional attribute 8,Supplier,Quantity,Cost,Total
06B-1*50,Chain (39 teeth),,26-Jan-2026,P23-2707,20-Jan-2026,Completed,FALSE,Hangzhou Youngsun Intelligent Company,6.00,0.0000000,0.00
06B-1*50,Chain (39 teeth),,08-Apr-2026,P23-2839,25-Mar-2026,Receiving,FALSE,Hangzhou Youngsun Intelligent Company,10.00,1.4341100,14.34
10002,2pt 23.80 (0.937) A HP34 Viking Flex SNN COIL (ID-356 CW),false,,P23-2467,29-Sep-2025,Completed,,Martin Miller (Voestalpine),590.00,1.4845977,875.92
10002,2pt 23.80 (0.937) A HP34 Viking Flex SNN COIL (ID-356 CW),false,,P23-3142,20-Aug-2026,Fully billed,,Bohler (Voestalpine),800.00,1.3647564,"1,091.85"
10002,2pt 23.80 (0.937) A HP34 Viking Flex SNN COIL (ID-356 CW),false,,P23-3143,20-Aug-2026,Fully billed,,Martin Miller (Voestalpine),300.00,1.3633885,409.02
10002,2pt 23.80 (0.937) A HP34 Viking Flex SNN COIL (ID-356 CW),false,15-Oct-2025,P23-2466,29-Sep-2025,Completed,,Bohler (Voestalpine),"1,000.00",1.4845977,"1,484.60"
1001A,Emmoco 1001A Semi Automatic Pallet Wrapper,false,30-Mar-2026,P23-2821,16-Mar-2026,Partially billed,,Hangzhou Youngsun Intelligent Company,2.00,"2,725.8886200","5,451.78"
1001A,Emmoco 1001A Semi Automatic Pallet Wrapper,false,30-Apr-2026,P23-2684,09-Jan-2026,Completed,,Hangzhou Youngsun Intelligent Company,4.00,"2,861.6078400","11,446.43"
1001E,Emmoco 1001E Semi Automatic Pallet Wrapper,false,30-Mar-2026,P23-2821,16-Mar-2026,Partially billed,,Hangzhou Youngsun Intelligent Company,1.00,"2,995.4820000","2,995.48"
1001E,Emmoco 1001E Semi Automatic Pallet Wrapper,false,30-Apr-2026,P23-2684,09-Jan-2026,Completed,,Hangzhou Youngsun Intelligent Company,1.00,"3,144.6240000","3,144.62"
1002,3.0pt x 15mm x 1M Spacing Rule,,,P23-3003,16-Jun-2026,Completed,FALSE,Martin Miller (Voestalpine),60.00,1.0304224,61.83
1002,3.0pt x 15mm x 1M Spacing Rule,,,P23-3143,20-Aug-2026,Fully billed,FALSE,Martin Miller (Voestalpine),60.00,1.0188499,61.13
10076,3pt 23.80 (.937) HP34 A SNN COIL CC/WISE 60M,False,,P23-2467,29-Sep-2025,Completed,TRUE,Martin Miller (Voestalpine),480.00,2.1047575,"1,010.27"
10076,3pt 23.80 (.937) HP34 A SNN COIL CC/WISE 60M,False,,P23-2693,14-Jan-2026,Credited,TRUE,Bohler (Voestalpine),180.00,2.0541566,369.77
10076,3pt 23.80 (.937) HP34 A SNN COIL CC/WISE 60M,False,,P23-2729,29-Jan-2026,Completed,TRUE,Martin Miller (Voestalpine),120.00,1.9982346,239.79
10076,3pt 23.80 (.937) HP34 A SNN COIL CC/WISE 60M,False,,P23-2730,30-Jan-2026,Completed,TRUE,Martin Miller (Voestalpine),180.00,2.0015585,360.30
10076,3pt 23.80 (.937) HP34 A SNN COIL CC/WISE 60M,False,,P23-2731,30-Jan-2026,Completed,TRUE,Martin Miller (Voestalpine),180.00,2.0006745,360.14
10076,3pt 23.80 (.937) HP34 A SNN COIL CC/WISE 60M,False,,P23-2863,13-Apr-2026,Completed,TRUE,Martin Miller (Voestalpine),240.00,1.9592150,470.23
10076,3pt 23.80 (.937) HP34 A SNN COIL CC/WISE 60M,False,,P23-3001,16-Jun-2026,Fully billed,TRUE,Martin Miller (Voestalpine),180.00,1.9339562,348.13
10076,3pt 23.80 (.937) HP34 A SNN COIL CC/WISE 60M,False,,P23-3002,16-Jun-2026,Completed,TRUE,Martin Miller (Voestalpine),240.00,1.9557652,469.40
10076,3pt 23.80 (.937) HP34 A SNN COIL CC/WISE 60M,False,,P23-3003,16-Jun-2026,Completed,TRUE,Martin Miller (Voestalpine),180.00,1.9560159,352.08
10076,3pt 23.80 (.937) HP34 A SNN COIL CC/WISE 60M,False,,P23-3142,20-Aug-2026,Fully billed,TRUE,Bohler (Voestalpine),180.00,1.9348873,348.30
10076,3pt 23.80 (.937) HP34 A SNN COIL CC/WISE 60M,False,15-May-2026,P23-2861,13-Apr-2026,Completed,TRUE,Martin Miller (Voestalpine),180.00,1.9604846,352.89
10126,Lead Edge Guard / Rule Brace (Support Bracket) Small,false,29-Apr-2026,P23-2681,09-Jan-2026,Received / credited,TRUE,JNL Manufacturing,"8,000.00",0.1045702,836.56
10126,Lead Edge Guard / Rule Brace (Support Bracket) Small,false,30-Jul-2026,P23-2916,30-Apr-2026,Receiving / credited,TRUE,JNL Manufacturing,"4,000.00",0.0982380,392.95
10126,Lead Edge Guard / Rule Brace (Support Bracket) Small,false,25-Nov-2026,P23-3129,13-Aug-2026,Ordered,TRUE,JNL Manufacturing,"2,000.00",0.0992929,198.59
10153,Diecutting Plate - 1040 x 0720 x 1.00 (4-sided) HRC 35-39,false,17-Mar-2026,P23-2659,19-Dec-2025,Completed,FALSE,Perivo B.V.,50.00,87.1111868,"4,355.56"
1021600860,Heating tube,,08-Apr-2026,P23-2839,25-Mar-2026,Receiving,FALSE,Hangzhou Youngsun Intelligent Company,2.00,1.4341100,2.87
10249,3pt 23.80 (.937) A UNI Autoflex COIL CC/WISE ID=356mm,false,,P23-3143,20-Aug-2026,Fully billed,FALSE,Martin Miller (Voestalpine),"2,025.00",2.0885602,"4,229.34"
10250,3pt 23.80 (.937) HP35 AA UNI Autoflex COIL CC/WISE ID=356mm,False,,P23-2467,29-Sep-2025,Completed,TRUE,Martin Miller (Voestalpine),300.00,2.1982546,659.48
10250,3pt 23.80 (.937) HP35 AA UNI Autoflex COIL CC/WISE ID=356mm,False,,P23-2693,14-Jan-2026,Credited,TRUE,Bohler (Voestalpine),120.00,2.1457979,257.51
10250,3pt 23.80 (.937) HP35 AA UNI Autoflex COIL CC/WISE ID=356mm,False,,P23-2729,29-Jan-2026,Completed,TRUE,Martin Miller (Voestalpine),360.00,2.0873751,751.49
10250,3pt 23.80 (.937) HP35 AA UNI Autoflex COIL CC/WISE ID=356mm,False,,P23-2730,30-Jan-2026,Completed,TRUE,Martin Miller (Voestalpine),240.00,2.0909151,501.82
10250,3pt 23.80 (.937) HP35 AA UNI Autoflex COIL CC/WISE ID=356mm,False,,P23-2731,30-Jan-2026,Completed,TRUE,Martin Miller (Voestalpine),180.00,2.0899747,376.19
10250,3pt 23.80 (.937) HP35 AA UNI Autoflex COIL CC/WISE ID=356mm,False,,P23-2863,13-Apr-2026,Completed,TRUE,Martin Miller (Voestalpine),180.00,2.0466667,368.40
10250,3pt 23.80 (.937) HP35 AA UNI Autoflex COIL CC/WISE ID=356mm,False,,P23-3001,16-Jun-2026,Fully billed,TRUE,Martin Miller (Voestalpine),180.00,2.0202805,363.65
10250,3pt 23.80 (.937) HP35 AA UNI Autoflex COIL CC/WISE ID=356mm,False,,P23-3002,16-Jun-2026,Completed,TRUE,Martin Miller (Voestalpine),240.00,2.0430694,490.35
10250,3pt 23.80 (.937) HP35 AA UNI Autoflex COIL CC/WISE ID=356mm,False,,P23-3003,16-Jun-2026,Completed,TRUE,Martin Miller (Voestalpine),180.00,2.0433429,367.79
10250,3pt 23.80 (.937) HP35 AA UNI Autoflex COIL CC/WISE ID=356mm,False,,P23-3142,20-Aug-2026,Fully billed,TRUE,Bohler (Voestalpine),180.00,2.0211621,363.81
10250,3pt 23.80 (.937) HP35 AA UNI Autoflex COIL CC/WISE ID=356mm,False,15-May-2026,P23-2861,13-Apr-2026,Completed,TRUE,Martin Miller (Voestalpine),180.00,2.0479720,368.63
10285,6/4pt 23.15 (0.915) Laser Crease SNN Length,False,04-Aug-2026,P23-3076,20-Jul-2026,Ordered,FALSE,National Steel Rule (NSR) - CLDF,164.00,2.3013439,377.42
10287,3pt 23.80 (0.937) AA HP35 Universal Autoflex SNN COIL C/WISE ID=400,False,,P23-2729,29-Jan-2026,Completed,FALSE,Martin Miller (Voestalpine),480.00,2.0874090,"1,001.97"
10287,3pt 23.80 (0.937) AA HP35 Universal Autoflex SNN COIL C/WISE ID=400,False,,P23-2730,30-Jan-2026,Completed,FALSE,Martin Miller (Voestalpine),840.00,2.0909321,"1,756.38"
10287,3pt 23.80 (0.937) AA HP35 Universal Autoflex SNN COIL C/WISE ID=400,False,,P23-2731,30-Jan-2026,Completed,FALSE,Martin Miller (Voestalpine),900.00,2.0899916,"1,881.01"
10287,3pt 23.80 (0.937) AA HP35 Universal Autoflex SNN COIL C/WISE ID=400,False,,P23-2863,13-Apr-2026,Completed,FALSE,Martin Miller (Voestalpine),780.00,2.0466526,"1,596.42"
10287,3pt 23.80 (0.937) AA HP35 Universal Autoflex SNN COIL C/WISE ID=400,False,,P23-3001,16-Jun-2026,Fully billed,FALSE,Martin Miller (Voestalpine),815.00,2.0202576,"1,646.56"
10287,3pt 23.80 (0.937) AA HP35 Universal Autoflex SNN COIL C/WISE ID=400,False,,P23-3002,16-Jun-2026,Completed,FALSE,Martin Miller (Voestalpine),780.00,2.0445208,"1,594.79"
10287,3pt 23.80 (0.937) AA HP35 Universal Autoflex SNN COIL C/WISE ID=400,False,,P23-3003,16-Jun-2026,Completed,FALSE,Martin Miller (Voestalpine),840.00,2.0421709,"1,715.39"
10287,3pt 23.80 (0.937) AA HP35 Universal Autoflex SNN COIL C/WISE ID=400,False,,P23-3142,20-Aug-2026,Fully billed,FALSE,Bohler (Voestalpine),780.00,2.0212182,"1,576.60"
10287,3pt 23.80 (0.937) AA HP35 Universal Autoflex SNN COIL C/WISE ID=400,False,,P23-3143,20-Aug-2026,Fully billed,FALSE,Martin Miller (Voestalpine),720.00,2.0196525,"1,454.15"
10287,3pt 23.80 (0.937) AA HP35 Universal Autoflex SNN COIL C/WISE ID=400,False,15-Oct-2025,P23-2466,29-Sep-2025,Completed,FALSE,Bohler (Voestalpine),856.00,2.1986856,"1,882.07"
10287,3pt 23.80 (0.937) AA HP35 Universal Autoflex SNN COIL C/WISE ID=400,False,15-May-2026,P23-2861,13-Apr-2026,Completed,FALSE,Martin Miller (Voestalpine),840.00,2.0479720,"1,720.29"
10306,6/4pt 23.15 (0.915) Laser Crease SNN in coil,False,18-Nov-2026,P23-3075,20-Jul-2026,Ordered,FALSE,National Steel Rule (NSR) - CLDF,100.00,2.3013439,230.13
10348,Lower Stripping Pin D = 10 mm  needle 4 mm [50],False,,P23-2784,24-Feb-2026,Completed,FALSE,Perivo B.V.,1.00,361.7715500,361.77
10348,Lower Stripping Pin D = 10 mm  needle 4 mm [50],False,17-Mar-2026,P23-2659,19-Dec-2025,Completed,FALSE,Perivo B.V.,5.00,376.1982400,"1,880.99"
10365,284.Special nut M 6,false,,P23-2784,24-Feb-2026,Completed,FALSE,Perivo B.V.,100.00,1.8505365,185.05
10365,284.Special nut M 6,false,29-Jul-2026,P23-3080,21-Jul-2026,Fully billed,FALSE,Perivo B.V.,100.00,1.8071799,180.72
10415,3pt 40.00 (1.575) HP40 A SNN COIL C/WISE,,,P23-3003,16-Jun-2026,Completed,FALSE,Martin Miller (Voestalpine),140.00,4.4013287,616.19
10470,2pt 23.20 (.913) Crease SNN COIL C/WISE,,15-May-2026,P23-2861,13-Apr-2026,Completed,TRUE,Martin Miller (Voestalpine),400.00,1.0152539,406.10
10578,Mitsubishi Ejecting Pin with grommet 113mm,false,30-Oct-2025,P23-2512,16-Oct-2025,Received / credited,TRUE,JNL Manufacturing,600.00,0.6009003,360.54
10578,Mitsubishi Ejecting Pin with grommet 113mm,false,22-Dec-2025,P23-2459,22-Sep-2025,Completed,TRUE,JNL Manufacturing,400.00,0.5919732,236.79
10610,4pt 0.970 12tpi Perf Serr 06 x 06 Cur 66 x 90,false,23-Feb-2026,P23-2719,23-Jan-2026,Fully billed,FALSE,National Steel Rule (NSR) - CLDF,100.00,2.3512923,235.13
10610,4pt 0.970 12tpi Perf Serr 06 x 06 Cur 66 x 90,false,05-May-2026,P23-2740,02-Feb-2026,Receiving,FALSE,National Steel Rule (NSR) - CLDF,200.00,2.3112677,462.25
10611,2pt 23.10 (.909) Crease SNN COIL C/WISE,False,,P23-3003,16-Jun-2026,Completed,TRUE,Martin Miller (Voestalpine),300.00,1.0131940,303.96
10611,2pt 23.10 (.909) Crease SNN COIL C/WISE,False,,P23-3143,20-Aug-2026,Fully billed,TRUE,Martin Miller (Voestalpine),300.00,1.0024433,300.73
10612,2pt 23.25 (.915) Crease SNN COIL C/WISE,false,,P23-3143,20-Aug-2026,Fully billed,TRUE,Martin Miller (Voestalpine),300.00,1.0024433,300.73
10612,2pt 23.25 (.915) Crease SNN COIL C/WISE,false,28-Feb-2026,P23-2733,30-Jan-2026,Completed,TRUE,Martin Miller (Voestalpine),100.00,0.9878676,98.79
10612,2pt 23.25 (.915) Crease SNN COIL C/WISE,false,15-May-2026,P23-2861,13-Apr-2026,Completed,TRUE,Martin Miller (Voestalpine),650.00,1.0152539,659.92
10713,3pt 23.30 (0.917) Perf Rule 2.5 x 2.5 SNN,false,05-Nov-2025,P23-2520,21-Oct-2025,Completed,FALSE,National Steel Rule (NSR) - CLDF,500.00,1.4258001,712.90
10736,Centreline Notch Protector -Yellow,,29-Jan-2026,P23-2667,29-Dec-2025,Completed,FALSE,JNL Manufacturing,100.00,0.2232120,22.32
10736,Centreline Notch Protector -Yellow,,29-Apr-2026,P23-2681,09-Jan-2026,Received / credited,FALSE,JNL Manufacturing,200.00,0.2240790,44.82
10767,Blue Blanking Point Presser new,false,22-Dec-2025,P23-2459,22-Sep-2025,Completed,FALSE,JNL Manufacturing,"1,000.00",5.1607920,"5,160.79"
11-0503TSX,Polyester Swatch Cards - Meringue,,03-Feb-2026,P23-2708,20-Jan-2026,Completed,FALSE,Pantone,1.00,14.3513964,14.35
11-0602TPG,TPG Sheet : Snow White (11-0602TPG),,03-Feb-2026,P23-2708,20-Jan-2026,Completed,FALSE,Pantone,1.00,14.3513964,14.35
11212,Set of T-blocks for telescopic bars,False,,P23-2784,24-Feb-2026,Completed,FALSE,Perivo B.V.,50.00,15.4544805,772.72
11375,DB9 Rotary Plywood PB Prime 13 x 487 x 2400,False,14-Jan-2026,P23-2518,20-Oct-2025,Receiving,TRUE,Penta Box SRL,128.00,111.6433102,"14,290.34"
11375,DB9 Rotary Plywood PB Prime 13 x 487 x 2400,False,02-Sep-2026,P23-2908,28-Apr-2026,Ordered,TRUE,Penta Box SRL,208.00,101.4819288,"21,108.24"
11378,DB41 Rotary Plywood PB 13 x 270 x 2000,false,14-Jan-2026,P23-2518,20-Oct-2025,Receiving,TRUE,Penta Box SRL,70.00,57.5714096,"4,030.00"
11408,TEE NUT 4 Prong M8 Zinc (Box of 200),,24-Sep-2025,P23-2426,17-Sep-2025,Completed,FALSE,Scrooz Pty Ltd,5.00,29.9090000,149.55
11408,TEE NUT 4 Prong M8 Zinc (Box of 200),,31-Oct-2025,P23-2513,17-Oct-2025,Fully billed,FALSE,Scrooz Pty Ltd,20.00,14.9545000,299.09
11408,TEE NUT 4 Prong M8 Zinc (Box of 200),,22-Dec-2025,P23-2640,08-Dec-2025,Completed,FALSE,Scrooz Pty Ltd,15.00,25.7090000,385.64
11410,TEE NUT 4 Prong M5 Zinc (Box of 100),false,24-Sep-2025,P23-2426,17-Sep-2025,Completed,FALSE,Scrooz Pty Ltd,10.00,10.6260000,106.26
11410,TEE NUT 4 Prong M5 Zinc (Box of 100),false,29-Oct-2025,P23-2507,15-Oct-2025,Completed,FALSE,Scrooz Pty Ltd,20.00,11.6900000,233.80
11410,TEE NUT 4 Prong M5 Zinc (Box of 100),false,22-Dec-2025,P23-2640,08-Dec-2025,Completed,FALSE,Scrooz Pty Ltd,30.00,9.1364000,274.09
11410,TEE NUT 4 Prong M5 Zinc (Box of 100),false,01-Apr-2026,P23-2837,25-Mar-2026,Completed,FALSE,Scrooz Pty Ltd,30.00,9.1364000,274.09
11410,TEE NUT 4 Prong M5 Zinc (Box of 100),false,17-Jun-2026,P23-2987,03-Jun-2026,Completed,FALSE,Scrooz Pty Ltd,50.00,9.1363000,456.82
11-4101TPG,TPG Sheet : Stalactite(11-4101TPG),,03-Feb-2026,P23-2708,20-Jan-2026,Completed,FALSE,Pantone,1.00,14.3513964,14.35
11-4202TPG,TPG Sheet : Star White (11-4202TPG),,03-Feb-2026,P23-2708,20-Jan-2026,Completed,FALSE,Pantone,1.00,14.3513964,14.35
11-4202X,Cotton Swatch cards - Star White (P-11-4202X),false,03-Feb-2026,P23-2708,20-Jan-2026,Completed,FALSE,Pantone,1.00,13.0399500,13.04
11-4300TPG,TPG Sheet : Marshmallow (11-4300TPG),,03-Feb-2026,P23-2708,20-Jan-2026,Completed,FALSE,Pantone,1.00,14.3513964,14.35
11500,6/4pt 22.60 (0.890) Laser Crease SNN DP COIL,false,30-Sep-2025,P23-2377,26-Aug-2025,Completed,FALSE,National Steel Rule (NSR) - CLDF,500.00,2.4530679,"1,226.53"
11500,6/4pt 22.60 (0.890) Laser Crease SNN DP COIL,false,22-Dec-2025,P23-2458,22-Sep-2025,Completed,FALSE,National Steel Rule (NSR) - CLDF,"3,300.00",2.4137313,"7,965.31"
11500,6/4pt 22.60 (0.890) Laser Crease SNN DP COIL,false,31-Dec-2025,P23-2581,18-Nov-2025,Receiving,FALSE,National Steel Rule (NSR) - CLDF,400.00,2.4496494,979.86
11500,6/4pt 22.60 (0.890) Laser Crease SNN DP COIL,false,28-Feb-2026,P23-2547,07-Nov-2025,Receiving,FALSE,National Steel Rule (NSR) - CLDF,"1,200.00",2.4554688,"2,946.56"
11500,6/4pt 22.60 (0.890) Laser Crease SNN DP COIL,false,05-May-2026,P23-2740,02-Feb-2026,Receiving,FALSE,National Steel Rule (NSR) - CLDF,"2,000.00",2.2825563,"4,565.11"
11500,6/4pt 22.60 (0.890) Laser Crease SNN DP COIL,false,30-Jul-2026,P23-2847,31-Mar-2026,Receiving,FALSE,National Steel Rule (NSR) - CLDF,"2,600.00",2.3207958,"6,034.07"
11500,6/4pt 22.60 (0.890) Laser Crease SNN DP COIL,false,29-Nov-2026,P23-3095,29-Jul-2026,Ordered,FALSE,National Steel Rule (NSR) - CLDF,"2,200.00",2.2797102,"5,015.36"
11501,6/4pt 22.95 (0.903) Laser Crease SNN DP COIL,false,22-Dec-2025,P23-2458,22-Sep-2025,Completed,FALSE,National Steel Rule (NSR) - CLDF,"1,000.00",1.8672261,"1,867.23"
11501,6/4pt 22.95 (0.903) Laser Crease SNN DP COIL,false,28-Feb-2026,P23-2547,07-Nov-2025,Receiving,FALSE,National Steel Rule (NSR) - CLDF,500.00,1.8995136,949.76
11501,6/4pt 22.95 (0.903) Laser Crease SNN DP COIL,false,21-Oct-2026,P23-3008,17-Jun-2026,Ordered,FALSE,National Steel Rule (NSR) - CLDF,"1,400.00",1.7424549,"2,439.44"
11501,6/4pt 22.95 (0.903) Laser Crease SNN DP COIL,false,29-Nov-2026,P23-3095,29-Jul-2026,Ordered,FALSE,National Steel Rule (NSR) - CLDF,500.00,1.7635494,881.77
11502,6/4pt 22.10 (0.870) Laser Crease SNN DP COIL,false,05-May-2026,P23-2740,02-Feb-2026,Receiving,FALSE,National Steel Rule (NSR) - CLDF,300.00,2.2825563,684.77
11502,6/4pt 22.10 (0.870) Laser Crease SNN DP COIL,false,30-Jul-2026,P23-2847,31-Mar-2026,Receiving,FALSE,National Steel Rule (NSR) - CLDF,200.00,2.3207958,464.16
11502,6/4pt 22.10 (0.870) Laser Crease SNN DP COIL,false,29-Nov-2026,P23-3095,29-Jul-2026,Ordered,FALSE,National Steel Rule (NSR) - CLDF,300.00,2.2797102,683.91
11503,6/4pt 22.60 (0.890) Laser Crease Tru Fold SNN DP COIL,false,30-Sep-2025,P23-2377,26-Aug-2025,Completed,FALSE,National Steel Rule (NSR) - CLDF,200.00,1.8976563,379.53
11503,6/4pt 22.60 (0.890) Laser Crease Tru Fold SNN DP COIL,false,23-Feb-2026,P23-2719,23-Jan-2026,Fully billed,FALSE,National Steel Rule (NSR) - CLDF,400.00,1.7963289,718.53
11503,6/4pt 22.60 (0.890) Laser Crease Tru Fold SNN DP COIL,false,28-Feb-2026,P23-2547,07-Nov-2025,Receiving,FALSE,National Steel Rule (NSR) - CLDF,600.00,1.8995136,"1,139.71"
11503,6/4pt 22.60 (0.890) Laser Crease Tru Fold SNN DP COIL,false,05-May-2026,P23-2740,02-Feb-2026,Receiving,FALSE,National Steel Rule (NSR) - CLDF,900.00,1.7657511,"1,589.18"
11503,6/4pt 22.60 (0.890) Laser Crease Tru Fold SNN DP COIL,false,30-Jul-2026,P23-2847,31-Mar-2026,Receiving,FALSE,National Steel Rule (NSR) - CLDF,500.00,1.7953326,897.67
11503,6/4pt 22.60 (0.890) Laser Crease Tru Fold SNN DP COIL,false,29-Nov-2026,P23-3095,29-Jul-2026,Ordered,FALSE,National Steel Rule (NSR) - CLDF,"1,200.00",1.7635494,"2,116.26"
11510,8/4pt 22.10 (0.870) Laser Crease Tru Fold Cur 66 x 90 Reverse Curved,false,21-Oct-2026,P23-3008,17-Jun-2026,Ordered,FALSE,National Steel Rule (NSR) - CLDF,100.00,2.9182578,291.83
11511,"4pt 1.023 CB 12tpi Serr Cur 645mm (25.375"") I.D. Reverse Curved",false,21-Dec-2026,P23-3144,20-Aug-2026,Ordered,FALSE,National Steel Rule (NSR) - CLDF,500.00,1.8552336,927.62
11512,"4pt 1.030 CB Ultra 8 Serr Cur 645mm (25.375"") I.D. Reverse Curved",false,21-Dec-2026,P23-3144,20-Aug-2026,Ordered,FALSE,National Steel Rule (NSR) - CLDF,500.00,1.8552336,927.62
11517,4pt 1.023 CB 12tpi Serr Auto Cur 66 x 90 Reverse Curved,false,30-Sep-2025,P23-2377,26-Aug-2025,Completed,FALSE,National Steel Rule (NSR) - CLDF,500.00,1.7742315,887.12
11517,4pt 1.023 CB 12tpi Serr Auto Cur 66 x 90 Reverse Curved,false,22-Dec-2025,P23-2458,22-Sep-2025,Completed,FALSE,National Steel Rule (NSR) - CLDF,"5,000.00",1.7457805,"8,728.90"
11517,4pt 1.023 CB 12tpi Serr Auto Cur 66 x 90 Reverse Curved,false,23-Feb-2026,P23-2719,23-Jan-2026,Fully billed,FALSE,National Steel Rule (NSR) - CLDF,"2,000.00",1.6794945,"3,358.99"
11517,4pt 1.023 CB 12tpi Serr Auto Cur 66 x 90 Reverse Curved,false,28-Feb-2026,P23-2547,07-Nov-2025,Receiving,FALSE,National Steel Rule (NSR) - CLDF,"2,400.00",1.7759680,"4,262.32"
11517,4pt 1.023 CB 12tpi Serr Auto Cur 66 x 90 Reverse Curved,false,05-May-2026,P23-2740,02-Feb-2026,Receiving,FALSE,National Steel Rule (NSR) - CLDF,"10,000.00",1.6509055,"16,509.06"
11517,4pt 1.023 CB 12tpi Serr Auto Cur 66 x 90 Reverse Curved,false,30-Jul-2026,P23-2847,31-Mar-2026,Receiving,FALSE,National Steel Rule (NSR) - CLDF,"8,000.00",1.6785630,"13,428.50"
11518,4pt 0.990 CB 12tpi Serr Auto SNN DP COIL,true,30-Sep-2025,P23-2377,26-Aug-2025,Completed,FALSE,National Steel Rule (NSR) - CLDF,500.00,1.3576728,678.84
11518,4pt 0.990 CB 12tpi Serr Auto SNN DP COIL,true,22-Dec-2025,P23-2458,22-Sep-2025,Completed,FALSE,National Steel Rule (NSR) - CLDF,"5,500.00",1.3359016,"7,347.46"
11518,4pt 0.990 CB 12tpi Serr Auto SNN DP COIL,true,28-Feb-2026,P23-2547,07-Nov-2025,Receiving,FALSE,National Steel Rule (NSR) - CLDF,"2,000.00",1.3590016,"2,718.00"
11518,4pt 0.990 CB 12tpi Serr Auto SNN DP COIL,true,30-Jul-2026,P23-2847,31-Mar-2026,Receiving,FALSE,National Steel Rule (NSR) - CLDF,"3,000.00",1.2844656,"3,853.40"
11518,4pt 0.990 CB 12tpi Serr Auto SNN DP COIL,true,21-Oct-2026,P23-3008,17-Jun-2026,Ordered,FALSE,National Steel Rule (NSR) - CLDF,"2,600.00",1.2466344,"3,241.25"
11518,4pt 0.990 CB 12tpi Serr Auto SNN DP COIL,true,29-Nov-2026,P23-3095,29-Jul-2026,Ordered,FALSE,National Steel Rule (NSR) - CLDF,"1,500.00",1.2617264,"1,892.59"
11568,4pt 0.990 CB 10tpi Serr Auto SNN DP COIL,false,29-Nov-2026,P23-3095,29-Jul-2026,Ordered,FALSE,National Steel Rule (NSR) - CLDF,100.00,1.2617264,126.17
11670,4pt 1.023 CB 10tpi Serr Auto SNN DP COIL,false,30-Sep-2025,P23-2377,26-Aug-2025,Completed,FALSE,National Steel Rule (NSR) - CLDF,"1,200.00",1.4656695,"1,758.80"
11670,4pt 1.023 CB 10tpi Serr Auto SNN DP COIL,false,22-Dec-2025,P23-2458,22-Sep-2025,Completed,FALSE,National Steel Rule (NSR) - CLDF,450.00,1.4421665,648.97
11670,4pt 1.023 CB 10tpi Serr Auto SNN DP COIL,false,28-Feb-2026,P23-2547,07-Nov-2025,Receiving,FALSE,National Steel Rule (NSR) - CLDF,300.00,1.4671040,440.13
11670,4pt 1.023 CB 10tpi Serr Auto SNN DP COIL,false,30-Jul-2026,P23-2847,31-Mar-2026,Receiving,FALSE,National Steel Rule (NSR) - CLDF,200.00,1.3866390,277.33
11670,4pt 1.023 CB 10tpi Serr Auto SNN DP COIL,false,21-Oct-2026,P23-3008,17-Jun-2026,Ordered,FALSE,National Steel Rule (NSR) - CLDF,400.00,1.3457985,538.32
11671,4pt 1.023 CB 10tpi Serr Auto Cur 66 x 90 (487mm ID) Reverse Curved,false,29-Nov-2026,P23-3095,29-Jul-2026,Ordered,FALSE,National Steel Rule (NSR) - CLDF,300.00,1.8782518,563.48
11672,4pt 0.937 CB 12tpi Serr Auto SNN DP COIL,false,30-Sep-2025,P23-2377,26-Aug-2025,Completed,FALSE,National Steel Rule (NSR) - CLDF,200.00,1.4502414,290.05
11672,4pt 0.937 CB 12tpi Serr Auto SNN DP COIL,false,30-Oct-2025,P23-2510,16-Oct-2025,Receiving,FALSE,National Steel Rule (NSR) - CLDF,200.00,1.4470924,289.42
11672,4pt 0.937 CB 12tpi Serr Auto SNN DP COIL,false,22-Dec-2025,P23-2458,22-Sep-2025,Completed,FALSE,National Steel Rule (NSR) - CLDF,"2,000.00",1.4269858,"2,853.97"
11672,4pt 0.937 CB 12tpi Serr Auto SNN DP COIL,false,31-Dec-2025,P23-2581,18-Nov-2025,Receiving,FALSE,National Steel Rule (NSR) - CLDF,200.00,1.4482204,289.64
11672,4pt 0.937 CB 12tpi Serr Auto SNN DP COIL,false,28-Feb-2026,P23-2547,07-Nov-2025,Receiving,FALSE,National Steel Rule (NSR) - CLDF,"1,000.00",1.4516608,"1,451.66"
11675,4pt 0.937 CB 12tpi Serr Auto Cur 45 x 90 (317mm ID) Reverse Curved,false,29-Nov-2026,P23-3095,29-Jul-2026,Ordered,FALSE,National Steel Rule (NSR) - CLDF,500.00,1.8925896,946.29
11676,4pt 0.970 CB 12tpi Serr Auto SNN DP COIL - Perf & C/Crease Manuf.,false,30-Sep-2025,P23-2377,26-Aug-2025,Completed,FALSE,National Steel Rule (NSR) - CLDF,"1,000.00",1.4502414,"1,450.24"
11676,4pt 0.970 CB 12tpi Serr Auto SNN DP COIL - Perf & C/Crease Manuf.,false,22-Dec-2025,P23-2458,22-Sep-2025,Completed,FALSE,National Steel Rule (NSR) - CLDF,"3,000.00",1.4269858,"4,280.96"
11676,4pt 0.970 CB 12tpi Serr Auto SNN DP COIL - Perf & C/Crease Manuf.,false,31-Dec-2025,P23-2581,18-Nov-2025,Receiving,FALSE,National Steel Rule (NSR) - CLDF,600.00,1.4482204,868.93
