SKU,Product,Product additional attribute 6,Required by,PO #,PO date,Status,Product additional attribute 8,Supplier,Quantity,Cost,Total
403611,Adhesive tape roller assembly,,11-Aug-2026,P23-3099,30-Jul-2026,Ordered,FALSE,Hangzhou Youngsun Intelligent Company,2.00,13.2945625,26.59
40363,Micro-active switch frame,,08-Apr-2026,P23-2839,25-Mar-2026,Receiving,FALSE,Hangzhou Youngsun Intelligent Company,5.00,1.4341100,7.17
40369,Micro switch,,31-May-2026,P23-2965,21-May-2026,Completed,FALSE,Hangzhou Youngsun Intelligent Company,4.00,17.7394452,70.96
40369,Micro switch,,11-Aug-2026,P23-3099,30-Jul-2026,Ordered,FALSE,Hangzhou Youngsun Intelligent Company,10.00,18.1955850,181.96
41500,Separating Knife 100 mm,False,29-Jan-2026,P23-2667,29-Dec-2025,Completed,FALSE,JNL Manufacturing,200.00,0.8928480,178.57
41501,Separating Knife 150 mm,False,29-Jan-2026,P23-2667,29-Dec-2025,Completed,FALSE,JNL Manufacturing,200.00,1.1160600,223.21
4192,Standard 9mm OLFA Snap Blades (x10),false,,P23-2553,12-Nov-2025,Completed,FALSE,Diplomat Blades (Aust) P/L,100.00,4.7500000,475.00
42033,8/4pt 22.60 (0.890) Laser Crease Cur 66 x 90 Reverse Curved,false,21-Oct-2026,P23-3009,17-Jun-2026,Ordered,TRUE,National Steel Rule (NSR) - Consignment,200.00,2.5499340,509.99
42033,8/4pt 22.60 (0.890) Laser Crease Cur 66 x 90 Reverse Curved,false,29-Nov-2026,P23-3096,29-Jul-2026,Ordered,TRUE,National Steel Rule (NSR) - Consignment,200.00,2.5808040,516.16
42034,8/4pt 22.95 (0.904) Laser Crease SNN DP Coil,false,19-Aug-2026,P23-3093,29-Jul-2026,Ordered,TRUE,National Steel Rule (NSR) - Consignment,200.00,2.3428619,468.57
42034,8/4pt 22.95 (0.904) Laser Crease SNN DP Coil,false,29-Nov-2026,P23-3096,29-Jul-2026,Ordered,TRUE,National Steel Rule (NSR) - Consignment,500.00,2.3083858,"1,154.19"
42041,4pt 0.990 CB 10tpi Serr Cur 66 x 90 (487mm ID) Reverse Curved,false,17-Feb-2026,P23-2741,02-Feb-2026,Receiving,TRUE,National Steel Rule (NSR) - Consignment,"1,600.00",1.8949524,"3,031.92"
42041,4pt 0.990 CB 10tpi Serr Cur 66 x 90 (487mm ID) Reverse Curved,false,30-Jul-2026,P23-2848,31-Mar-2026,Receiving,TRUE,National Steel Rule (NSR) - Consignment,"4,000.00",1.9266984,"7,706.79"
42041,4pt 0.990 CB 10tpi Serr Cur 66 x 90 (487mm ID) Reverse Curved,false,29-Nov-2026,P23-3096,29-Jul-2026,Ordered,TRUE,National Steel Rule (NSR) - Consignment,"2,000.00",1.8925896,"3,785.18"
42042,4pt 0.990 CB 10tpi Serr Cur 66 x 90 (487mm ID) No Notch Reverse Curved,false,22-Dec-2025,P23-2457,22-Sep-2025,Receiving,TRUE,National Steel Rule (NSR) - Consignment,"3,000.00",2.1860208,"6,558.06"
42042,4pt 0.990 CB 10tpi Serr Cur 66 x 90 (487mm ID) No Notch Reverse Curved,false,17-Feb-2026,P23-2741,02-Feb-2026,Receiving,TRUE,National Steel Rule (NSR) - Consignment,"10,000.00",2.0672208,"20,672.21"
42042,4pt 0.990 CB 10tpi Serr Cur 66 x 90 (487mm ID) No Notch Reverse Curved,false,28-Feb-2026,P23-2546,07-Nov-2025,Receiving,TRUE,National Steel Rule (NSR) - Consignment,"6,000.00",2.2238208,"13,342.92"
42042,4pt 0.990 CB 10tpi Serr Cur 66 x 90 (487mm ID) No Notch Reverse Curved,false,21-Oct-2026,P23-3009,17-Jun-2026,Ordered,TRUE,National Steel Rule (NSR) - Consignment,"5,000.00",2.0399472,"10,199.74"
42042,4pt 0.990 CB 10tpi Serr Cur 66 x 90 (487mm ID) No Notch Reverse Curved,false,29-Nov-2026,P23-3096,29-Jul-2026,Ordered,TRUE,National Steel Rule (NSR) - Consignment,"4,000.00",2.0646432,"8,258.57"
42236,4pt 22.60 (0.890) Crease Cur 50 x 90 FT Reverse Curved,false,17-Feb-2026,P23-2741,02-Feb-2026,Receiving,TRUE,National Steel Rule (NSR) - Consignment,100.00,0.9618319,96.18
42237,4pt 23.10 (0.909) Crease SNN RT DP COIL,false,22-Dec-2025,P23-2457,22-Sep-2025,Receiving,TRUE,National Steel Rule (NSR) - Consignment,200.00,0.4857824,97.16
42237,4pt 23.10 (0.909) Crease SNN RT DP COIL,false,28-Feb-2026,P23-2546,07-Nov-2025,Receiving,TRUE,National Steel Rule (NSR) - Consignment,200.00,0.4941824,98.84
42237,4pt 23.10 (0.909) Crease SNN RT DP COIL,false,29-Nov-2026,P23-3096,29-Jul-2026,Ordered,TRUE,National Steel Rule (NSR) - Consignment,200.00,0.4588096,91.76
42238,4pt 23.30 (0.918) Crease SNN RT DP COIL,false,17-Feb-2026,P23-2741,02-Feb-2026,Receiving,TRUE,National Steel Rule (NSR) - Consignment,100.00,0.4593824,45.94
42238,4pt 23.30 (0.918) Crease SNN RT DP COIL,false,30-Jul-2026,P23-2848,31-Mar-2026,Receiving,TRUE,National Steel Rule (NSR) - Consignment,100.00,0.4670784,46.71
42245,4pt 0.990 CB 10tpi Serr Cur 23 x 90 (177.4mm ID) Reversed Curved,false,30-Sep-2025,P23-2376,26-Aug-2025,Completed,TRUE,National Steel Rule (NSR) - Consignment,200.00,2.7924861,558.50
42245,4pt 0.990 CB 10tpi Serr Cur 23 x 90 (177.4mm ID) Reversed Curved,false,22-Dec-2025,P23-2457,22-Sep-2025,Receiving,TRUE,National Steel Rule (NSR) - Consignment,500.00,2.7477067,"1,373.85"
42245,4pt 0.990 CB 10tpi Serr Cur 23 x 90 (177.4mm ID) Reversed Curved,false,17-Feb-2026,P23-2741,02-Feb-2026,Receiving,TRUE,National Steel Rule (NSR) - Consignment,400.00,2.5983817,"1,039.35"
42245,4pt 0.990 CB 10tpi Serr Cur 23 x 90 (177.4mm ID) Reversed Curved,false,30-Jul-2026,P23-2848,31-Mar-2026,Receiving,TRUE,National Steel Rule (NSR) - Consignment,400.00,2.6419122,"1,056.76"
42245,4pt 0.990 CB 10tpi Serr Cur 23 x 90 (177.4mm ID) Reversed Curved,false,21-Oct-2026,P23-3009,17-Jun-2026,Ordered,TRUE,National Steel Rule (NSR) - Consignment,400.00,2.5641003,"1,025.64"
42246,4pt 0.990 CB 10tpi Serr Cur 35 x 90 (240.9mm ID) Reversed Curved,false,30-Sep-2025,P23-2377,26-Aug-2025,Completed,TRUE,National Steel Rule (NSR) - CLDF,100.00,2.0365092,203.65
42246,4pt 0.990 CB 10tpi Serr Cur 35 x 90 (240.9mm ID) Reversed Curved,false,22-Dec-2025,P23-2457,22-Sep-2025,Receiving,TRUE,National Steel Rule (NSR) - Consignment,500.00,2.0068885,"1,003.44"
42246,4pt 0.990 CB 10tpi Serr Cur 35 x 90 (240.9mm ID) Reversed Curved,false,29-Nov-2026,P23-3096,29-Jul-2026,Ordered,TRUE,National Steel Rule (NSR) - Consignment,200.00,1.8925896,378.52
42247,4pt 1.030 CB 10tpi Serr Cur 39.5 x 90 (270mm ID) Reverse Curved No Notch,false,30-Sep-2025,P23-2376,26-Aug-2025,Completed,TRUE,National Steel Rule (NSR) - Consignment,100.00,2.0673654,206.74
42247,4pt 1.030 CB 10tpi Serr Cur 39.5 x 90 (270mm ID) Reverse Curved No Notch,false,22-Dec-2025,P23-2457,22-Sep-2025,Receiving,TRUE,National Steel Rule (NSR) - Consignment,300.00,2.0342138,610.26
42247,4pt 1.030 CB 10tpi Serr Cur 39.5 x 90 (270mm ID) Reverse Curved No Notch,false,28-Feb-2026,P23-2546,07-Nov-2025,Receiving,TRUE,National Steel Rule (NSR) - Consignment,300.00,2.0693888,620.82
42248,4pt 1.040 CB 10tpi Serr Cur 39.5 x 90 (270mm ID) Reverse Curved,false,22-Dec-2025,P23-2457,22-Sep-2025,Receiving,TRUE,National Steel Rule (NSR) - Consignment,100.00,2.0038524,200.39
42248,4pt 1.040 CB 10tpi Serr Cur 39.5 x 90 (270mm ID) Reverse Curved,false,17-Feb-2026,P23-2741,02-Feb-2026,Receiving,TRUE,National Steel Rule (NSR) - Consignment,500.00,1.8949524,947.48
42248,4pt 1.040 CB 10tpi Serr Cur 39.5 x 90 (270mm ID) Reverse Curved,false,23-Feb-2026,P23-2718,23-Jan-2026,Fully billed,TRUE,National Steel Rule (NSR) - Consignment,400.00,2.1088609,843.54
42249,4pt 1.040 CB 10tpi Serr Cur 39.5 x 90 (270mm ID) Reverse Curved No Notch,false,30-Oct-2025,P23-2509,16-Oct-2025,Receiving,TRUE,National Steel Rule (NSR) - Consignment,100.00,2.2476116,224.76
42249,4pt 1.040 CB 10tpi Serr Cur 39.5 x 90 (270mm ID) Reverse Curved No Notch,false,22-Dec-2025,P23-2457,22-Sep-2025,Receiving,TRUE,National Steel Rule (NSR) - Consignment,600.00,2.2163822,"1,329.83"
42249,4pt 1.040 CB 10tpi Serr Cur 39.5 x 90 (270mm ID) Reverse Curved No Notch,false,31-Dec-2025,P23-2583,18-Nov-2025,Fully billed,TRUE,National Steel Rule (NSR) - Consignment,100.00,2.2481311,224.81
42249,4pt 1.040 CB 10tpi Serr Cur 39.5 x 90 (270mm ID) Reverse Curved No Notch,false,28-Feb-2026,P23-2546,07-Nov-2025,Receiving,TRUE,National Steel Rule (NSR) - Consignment,400.00,2.2547072,901.88
42251,4pt 1.000 CB 10tpi Serr Cur 50 x 90 (360mm ID) Reverse Curved,false,29-Nov-2026,P23-3096,29-Jul-2026,Ordered,TRUE,National Steel Rule (NSR) - Consignment,100.00,1.8925896,189.26
42254,4pt 1.040 CB 10tpi Serr Cur 51 x 90 (366mm ID) Reverse Curved,false,21-Oct-2026,P23-3009,17-Jun-2026,Ordered,TRUE,National Steel Rule (NSR) - Consignment,200.00,2.0399472,407.99
42255,4pt 1.040 CB 10tpi Serr Cur 51 x 90 (366mm ID) Reverse Curved No Notch,false,30-Sep-2025,P23-2376,26-Aug-2025,Completed,TRUE,National Steel Rule (NSR) - Consignment,100.00,2.0673654,206.74
42255,4pt 1.040 CB 10tpi Serr Cur 51 x 90 (366mm ID) Reverse Curved No Notch,false,30-Oct-2025,P23-2509,16-Oct-2025,Receiving,TRUE,National Steel Rule (NSR) - Consignment,100.00,2.0628764,206.29
42255,4pt 1.040 CB 10tpi Serr Cur 51 x 90 (366mm ID) Reverse Curved No Notch,false,22-Dec-2025,P23-2457,22-Sep-2025,Receiving,TRUE,National Steel Rule (NSR) - Consignment,200.00,2.0342138,406.84
42255,4pt 1.040 CB 10tpi Serr Cur 51 x 90 (366mm ID) Reverse Curved No Notch,false,28-Feb-2026,P23-2546,07-Nov-2025,Receiving,TRUE,National Steel Rule (NSR) - Consignment,300.00,2.0693888,620.82
42255,4pt 1.040 CB 10tpi Serr Cur 51 x 90 (366mm ID) Reverse Curved No Notch,false,29-Nov-2026,P23-3096,29-Jul-2026,Ordered,TRUE,National Steel Rule (NSR) - Consignment,200.00,1.9212652,384.25
42260,4pt 1.040 CB 10tpi Serr Cur 66 x 90 (487mm ID) Reverse Curved No Notch,false,29-Oct-2025,P23-2478,07-Oct-2025,Completed,TRUE,National Steel Rule (NSR),400.00,2.0109467,804.38
42260,4pt 1.040 CB 10tpi Serr Cur 66 x 90 (487mm ID) Reverse Curved No Notch,false,28-Feb-2026,P23-2546,07-Nov-2025,Receiving,TRUE,National Steel Rule (NSR) - Consignment,200.00,2.0539456,410.79
42260,4pt 1.040 CB 10tpi Serr Cur 66 x 90 (487mm ID) Reverse Curved No Notch,false,14-Apr-2026,P23-2846,31-Mar-2026,Ordered,TRUE,National Steel Rule (NSR) - Consignment,600.00,1.9558908,"1,173.53"
42260,4pt 1.040 CB 10tpi Serr Cur 66 x 90 (487mm ID) Reverse Curved No Notch,false,30-Jul-2026,P23-2848,31-Mar-2026,Receiving,TRUE,National Steel Rule (NSR) - Consignment,500.00,1.9412946,970.65
42261,4pt 1.040 CB 10tpi Serr Cur 66 x 90 (487mm ID) Reverse Curved,false,17-Feb-2026,P23-2741,02-Feb-2026,Receiving,TRUE,National Steel Rule (NSR) - Consignment,100.00,1.8949524,189.50
42535,"4pt 0.990 CB 12tpi Serr Cur 45 x 90 (320mm ID)(12.5"" ID) No Notch Reverse Curved",false,29-Nov-2026,P23-3095,29-Jul-2026,Ordered,FALSE,National Steel Rule (NSR) - CLDF,400.00,2.0646432,825.86
42651,DB8 Rotary Plywood PB 13 x 487 x 2000 Grey Prime,False,02-Sep-2026,P23-2908,28-Apr-2026,Ordered,TRUE,Penta Box SRL,288.00,84.0435456,"24,204.54"
42654,2pt 22.35 (.880) Crease SNN Coil CW,False,,P23-3142,20-Aug-2026,Fully billed,FALSE,Bohler (Voestalpine),100.00,1.0021907,100.22
42655,Lead Edge Guard / Rule Brace (Support Bracket) 2 HOLE HIGH 9mm,False,30-Sep-2025,P23-2424,16-Sep-2025,Received / credited,TRUE,JNL Manufacturing,300.00,0.2099356,62.98
42655,Lead Edge Guard / Rule Brace (Support Bracket) 2 HOLE HIGH 9mm,False,22-Dec-2025,P23-2459,22-Sep-2025,Completed,TRUE,JNL Manufacturing,"1,000.00",0.2125032,212.50
42655,Lead Edge Guard / Rule Brace (Support Bracket) 2 HOLE HIGH 9mm,False,30-Jul-2026,P23-2916,30-Apr-2026,Receiving / credited,TRUE,JNL Manufacturing,"2,000.00",0.1964760,392.95
42664,DB8 Rotary Plywood PB 13 x 487 x 2000 Prime,,14-Jan-2026,P23-2518,20-Oct-2025,Receiving,TRUE,Penta Box SRL,244.00,80.2374602,"19,577.94"
42666,Plywood Flat 15mm UV Coated 2440x1220 FB,False,12-Jan-2026,P23-2545,07-Nov-2025,Completed,FALSE,Yitai,300.00,101.9409600,"30,582.29"
42666,Plywood Flat 15mm UV Coated 2440x1220 FB,False,30-May-2026,P23-2759,10-Feb-2026,Completed,FALSE,Yitai,300.00,93.3286200,"27,998.59"
42694,Diemaking Strapping (length) RED,False,17-Dec-2025,P23-2627,03-Dec-2025,Receiving,FALSE,JNL Manufacturing,200.00,0.9418544,188.37
42694,Diemaking Strapping (length) RED,False,29-Jan-2026,P23-2667,29-Dec-2025,Completed,FALSE,JNL Manufacturing,100.00,0.9226096,92.26
42697,Nail for Perfa Type 17.75mm,false,22-Dec-2025,P23-2459,22-Sep-2025,Completed,FALSE,JNL Manufacturing,"10,000.00",0.0151788,151.79
42697,Nail for Perfa Type 17.75mm,false,11-Feb-2026,P23-2727,29-Jan-2026,Completed,FALSE,JNL Manufacturing,"2,000.00",0.0141972,28.39
42697,Nail for Perfa Type 17.75mm,false,29-Apr-2026,P23-2681,09-Jan-2026,Received / credited,FALSE,JNL Manufacturing,"15,000.00",0.0149386,224.08
42697,Nail for Perfa Type 17.75mm,false,25-Nov-2026,P23-3129,13-Aug-2026,Ordered,FALSE,JNL Manufacturing,"10,000.00",0.0141847,141.85
42703,2pt 23.80 (0.937) CF HF 580 (ID = 400mm) COIL C/WISE,False,,P23-2467,29-Sep-2025,Completed,FALSE,Martin Miller (Voestalpine),"2,400.00",1.1276443,"2,706.35"
42703,2pt 23.80 (0.937) CF HF 580 (ID = 400mm) COIL C/WISE,False,,P23-2693,14-Jan-2026,Credited,FALSE,Bohler (Voestalpine),"3,780.00",1.1005701,"4,160.14"
42703,2pt 23.80 (0.937) CF HF 580 (ID = 400mm) COIL C/WISE,False,,P23-2729,29-Jan-2026,Completed,FALSE,Martin Miller (Voestalpine),"1,000.00",1.0706009,"1,070.60"
42703,2pt 23.80 (0.937) CF HF 580 (ID = 400mm) COIL C/WISE,False,,P23-2730,30-Jan-2026,Completed,FALSE,Martin Miller (Voestalpine),"1,555.00",1.0723987,"1,667.55"
42703,2pt 23.80 (0.937) CF HF 580 (ID = 400mm) COIL C/WISE,False,,P23-2731,30-Jan-2026,Completed,FALSE,Martin Miller (Voestalpine),"1,555.00",1.0719251,"1,666.81"
42703,2pt 23.80 (0.937) CF HF 580 (ID = 400mm) COIL C/WISE,False,,P23-2863,13-Apr-2026,Completed,FALSE,Martin Miller (Voestalpine),"1,500.00",1.0496871,"1,574.55"
42703,2pt 23.80 (0.937) CF HF 580 (ID = 400mm) COIL C/WISE,False,,P23-3001,16-Jun-2026,Fully billed,FALSE,Martin Miller (Voestalpine),"1,500.00",1.0361652,"1,554.25"
42703,2pt 23.80 (0.937) CF HF 580 (ID = 400mm) COIL C/WISE,False,,P23-3002,16-Jun-2026,Completed,FALSE,Martin Miller (Voestalpine),"1,500.00",1.0480882,"1,572.21"
42703,2pt 23.80 (0.937) CF HF 580 (ID = 400mm) COIL C/WISE,False,15-May-2026,P23-2861,13-Apr-2026,Completed,FALSE,Martin Miller (Voestalpine),"1,500.00",1.0503487,"1,575.52"
42719,2pt 23.80 (0.937) A HP35 Universal Autoflex COIL C/WISE (ID = 400mm),,,P23-3143,20-Aug-2026,Fully billed,TRUE,Martin Miller (Voestalpine),"6,000.00",1.5192512,"9,115.50"
42719,2pt 23.80 (0.937) A HP35 Universal Autoflex COIL C/WISE (ID = 400mm),,20-Oct-2026,P23-2985,02-Jun-2026,Ordered,TRUE,Bohler (Voestalpine),"6,000.00",1.4293488,"8,576.09"
42723,8/4pt 23.10 (0.910) Laser Crease Cur 66 x 90,false,31-Dec-2025,P23-2581,18-Nov-2025,Receiving,FALSE,National Steel Rule (NSR) - CLDF,300.00,2.7577814,827.33
42723,8/4pt 23.10 (0.910) Laser Crease Cur 66 x 90,false,04-Mar-2026,P23-2777,18-Feb-2026,Fully billed,FALSE,National Steel Rule (NSR) - CLDF,300.00,2.5319550,759.59
42834,4pt 23.80 (0.937) Crease SNN COIL,false,22-Dec-2025,P23-2457,22-Sep-2025,Receiving,TRUE,National Steel Rule (NSR) - Consignment,200.00,0.4857824,97.16
42834,4pt 23.80 (0.937) Crease SNN COIL,false,17-Feb-2026,P23-2741,02-Feb-2026,Receiving,TRUE,National Steel Rule (NSR) - Consignment,300.00,0.4593824,137.81
42834,4pt 23.80 (0.937) Crease SNN COIL,false,21-Oct-2026,P23-3009,17-Jun-2026,Ordered,TRUE,National Steel Rule (NSR) - Consignment,200.00,0.4533216,90.66
42834,4pt 23.80 (0.937) Crease SNN COIL,false,29-Nov-2026,P23-3096,29-Jul-2026,Ordered,TRUE,National Steel Rule (NSR) - Consignment,200.00,0.4588096,91.76
42843,4pt 1.000 CB 10tpi Serr Cur 50 x 90 (360mm ID) No Notch Reverse Curved,false,30-Sep-2025,P23-2376,26-Aug-2025,Completed,TRUE,National Steel Rule (NSR) - Consignment,100.00,2.0365092,203.65
42843,4pt 1.000 CB 10tpi Serr Cur 50 x 90 (360mm ID) No Notch Reverse Curved,false,22-Dec-2025,P23-2457,22-Sep-2025,Receiving,TRUE,National Steel Rule (NSR) - Consignment,100.00,2.0038524,200.39
42843,4pt 1.000 CB 10tpi Serr Cur 50 x 90 (360mm ID) No Notch Reverse Curved,false,28-Feb-2026,P23-2546,07-Nov-2025,Receiving,TRUE,National Steel Rule (NSR) - Consignment,100.00,2.0385024,203.85
42845,4pt 0.990 CB 10tpi Serr Cur 35 x 90 (240.9mm ID) No Notch Reversed Curved,false,16-Dec-2025,P23-2589,20-Nov-2025,Fully billed,TRUE,National Steel Rule (NSR) - Consignment,100.00,2.2519396,225.19
42845,4pt 0.990 CB 10tpi Serr Cur 35 x 90 (240.9mm ID) No Notch Reversed Curved,false,22-Dec-2025,P23-2457,22-Sep-2025,Receiving,TRUE,National Steel Rule (NSR) - Consignment,200.00,2.2151677,443.03
4290,Pre-stretch Chain Wheel (32 Teeth),,26-Jan-2026,P23-2707,20-Jan-2026,Completed,FALSE,Hangzhou Youngsun Intelligent Company,12.00,0.0000000,0.00
4290,Pre-stretch Chain Wheel (32 Teeth),,08-Apr-2026,P23-2839,25-Mar-2026,Receiving,FALSE,Hangzhou Youngsun Intelligent Company,10.00,1.4341100,14.34
4291,Pre-stretch Chain Wheel (39 Teeth),,26-Jan-2026,P23-2707,20-Jan-2026,Completed,FALSE,Hangzhou Youngsun Intelligent Company,6.00,0.0000000,0.00
4291,Pre-stretch Chain Wheel (39 Teeth),,08-Apr-2026,P23-2839,25-Mar-2026,Receiving,FALSE,Hangzhou Youngsun Intelligent Company,10.00,1.4341100,14.34
43010,Blue Jogger Long,false,17-Dec-2025,P23-2627,03-Dec-2025,Receiving,FALSE,JNL Manufacturing,100.00,1.5495024,154.95
43010,Blue Jogger Long,false,04-May-2026,P23-2893,20-Apr-2026,Receiving,FALSE,JNL Manufacturing,100.00,1.4254194,142.54
43010,Blue Jogger Long,false,25-Nov-2026,P23-3129,13-Aug-2026,Ordered,FALSE,JNL Manufacturing,200.00,2.1277050,425.54
43017,Blue Jogger Short,false,30-Sep-2025,P23-2424,16-Sep-2025,Received / credited,FALSE,JNL Manufacturing,"2,000.00",1.5295308,"3,059.06"
43017,Blue Jogger Short,false,30-Oct-2025,P23-2512,16-Oct-2025,Received / credited,FALSE,JNL Manufacturing,"1,000.00",1.5715854,"1,571.59"
43017,Blue Jogger Short,false,22-Dec-2025,P23-2459,22-Sep-2025,Completed,FALSE,JNL Manufacturing,"3,000.00",1.5482376,"4,644.71"
43017,Blue Jogger Short,false,25-Nov-2026,P23-3129,13-Aug-2026,Ordered,FALSE,JNL Manufacturing,"1,000.00",1.4468394,"1,446.84"
43245,Serviform s.r.l. - 7150004025 - SCREW 04X25,False,17-Aug-2026,P23-3135,17-Aug-2026,Receiving,FALSE,SERVIFORM s.r.l. (ProForm Euro),20.00,0.6516400,13.03
43255,DB366A Rotary Plywood PB 13 x 366 x 2400,false,14-Jan-2026,P23-2518,20-Oct-2025,Receiving,TRUE,Penta Box SRL,36.00,102.9214570,"3,705.17"
43255,DB366A Rotary Plywood PB 13 x 366 x 2400,false,02-Sep-2026,P23-2908,28-Apr-2026,Ordered,TRUE,Penta Box SRL,24.00,93.5539080,"2,245.29"
43256,DB18A Rotary Plywood PB 13 x 241 x 2000,false,14-Jan-2026,P23-2518,20-Oct-2025,Receiving,TRUE,Penta Box SRL,80.00,64.5345352,"5,162.76"
43256,DB18A Rotary Plywood PB 13 x 241 x 2000,false,02-Sep-2026,P23-2908,28-Apr-2026,Ordered,TRUE,Penta Box SRL,25.00,58.6608288,"1,466.52"
43465,4pt 0.937 CB 10tpi Serr Auto Cur 66 x 90 (487mm ID) Reverse Curved - Perf & C/Crease Manuf.,false,30-Oct-2025,P23-2509,16-Oct-2025,Receiving,TRUE,National Steel Rule (NSR) - Consignment,100.00,2.0320872,203.21
43465,4pt 0.937 CB 10tpi Serr Auto Cur 66 x 90 (487mm ID) Reverse Curved - Perf & C/Crease Manuf.,false,22-Dec-2025,P23-2457,22-Sep-2025,Receiving,TRUE,National Steel Rule (NSR) - Consignment,400.00,2.0038524,801.54
43465,4pt 0.937 CB 10tpi Serr Auto Cur 66 x 90 (487mm ID) Reverse Curved - Perf & C/Crease Manuf.,false,28-Feb-2026,P23-2546,07-Nov-2025,Receiving,TRUE,National Steel Rule (NSR) - Consignment,300.00,2.0385024,611.55
43465,4pt 0.937 CB 10tpi Serr Auto Cur 66 x 90 (487mm ID) Reverse Curved - Perf & C/Crease Manuf.,false,19-Aug-2026,P23-3093,29-Jul-2026,Ordered,TRUE,National Steel Rule (NSR) - Consignment,200.00,1.8926424,378.53
43465,4pt 0.937 CB 10tpi Serr Auto Cur 66 x 90 (487mm ID) Reverse Curved - Perf & C/Crease Manuf.,false,21-Oct-2026,P23-3009,17-Jun-2026,Ordered,TRUE,National Steel Rule (NSR) - Consignment,500.00,1.8699516,934.98
43465,4pt 0.937 CB 10tpi Serr Auto Cur 66 x 90 (487mm ID) Reverse Curved - Perf & C/Crease Manuf.,false,29-Nov-2026,P23-3096,29-Jul-2026,Ordered,TRUE,National Steel Rule (NSR) - Consignment,300.00,1.8925896,567.78
43557,".990 4PT CB Serr 10T 10.625"" I.D. (270mm) Reverse Curved Auto",false,30-Oct-2025,P23-2509,16-Oct-2025,Receiving,TRUE,National Steel Rule (NSR) - Consignment,100.00,2.2014278,220.14
43557,".990 4PT CB Serr 10T 10.625"" I.D. (270mm) Reverse Curved Auto",false,22-Dec-2025,P23-2457,22-Sep-2025,Receiving,TRUE,National Steel Rule (NSR) - Consignment,400.00,15.1807000,"6,072.28"
43557,".990 4PT CB Serr 10T 10.625"" I.D. (270mm) Reverse Curved Auto",false,29-Nov-2026,P23-3096,29-Jul-2026,Ordered,TRUE,National Steel Rule (NSR) - Consignment,300.00,2.0503054,615.09
43562,Plywood Flat 12mm 2440x1220 RB,false,12-Jan-2026,P23-2545,07-Nov-2025,Completed,FALSE,Yitai,30.00,83.4062400,"2,502.19"
43562,Plywood Flat 12mm 2440x1220 RB,false,30-May-2026,P23-2759,10-Feb-2026,Completed,FALSE,Yitai,175.00,76.3597800,"13,362.96"
43562,Plywood Flat 12mm 2440x1220 RB,false,29-Sep-2026,P23-3097,29-Jul-2026,Ordered,FALSE,Yitai,175.00,77.6547000,"13,589.57"
43565,DB636 Rotary Plywood PB 16 x 636 x 2400,False,14-Jan-2026,P23-2518,20-Oct-2025,Receiving,FALSE,Penta Box SRL,15.00,297.0634486,"4,455.95"
43566,DB34 Rotary Plywood PB 16 x 621 x 2400,false,14-Jan-2026,P23-2518,20-Oct-2025,Receiving,TRUE,Penta Box SRL,15.00,297.0634486,"4,455.95"
43567,DB35A Rotary Plywood PB 13 x 325 x 2400,false,14-Jan-2026,P23-2518,20-Oct-2025,Receiving,TRUE,Penta Box SRL,30.00,106.4030198,"3,192.09"
43570,DB9L Rotary Plywood PB 487 X 2800 X 13,false,14-Jan-2026,P23-2518,20-Oct-2025,Receiving,FALSE,Penta Box SRL,64.00,122.1059448,"7,814.78"
43571,Rotary Plywood DB9L PB 487 X 2850 X 13 Prime GREY ,false,14-Jan-2026,P23-2518,20-Oct-2025,Receiving,FALSE,Penta Box SRL,32.00,150.0122858,"4,800.39"
43573,Rotary Plywood DB9L PB 487 X 3000 X 13 Prime GREY ,false,14-Jan-2026,P23-2518,20-Oct-2025,Receiving,FALSE,Penta Box SRL,64.00,150.0122858,"9,600.79"
43573,Rotary Plywood DB9L PB 487 X 3000 X 13 Prime GREY ,false,02-Sep-2026,P23-2908,28-Apr-2026,Ordered,FALSE,Penta Box SRL,128.00,136.3586952,"17,453.91"
43584,"Serrated Tube Punch 10 mm (0.394'') x 25.40 (1.000"") x Body 0.500"" CB",false,31-Mar-2026,P23-2828,20-Mar-2026,Completed,FALSE,Pace Punches Inc,200.00,4.8966905,979.34
43612,Polyurethane 12mm x 1000mm x 1000mm Red (90A Shore00),false,04-May-2026,P23-2892,20-Apr-2026,Completed,FALSE,National Plastics & Rubber,5.00,650.0900000,"3,250.45"
43669,12.02mm x 0.5mm H3 Perf 12TPI x 0.80mm C/B COIL CW,false,30-Apr-2026,P23-2853,02-Apr-2026,Completed,FALSE,Essmann+Schaefer GmbH+Co.KG,100.00,8.5094572,850.95
43670,4pt 0.970 Perf Serr All Nick 3mm x 1mm 1/4 Deep SNN COIL,False,05-Nov-2025,P23-2520,21-Oct-2025,Completed,FALSE,National Steel Rule (NSR) - CLDF,200.00,5.1707376,"1,034.15"
43678,790 x 1030 x .30 Sonora XTR (P30),False,,P23-2464,29-Sep-2025,Completed,FALSE,KODAK,10.00,238.0100000,"2,380.10"
43678,790 x 1030 x .30 Sonora XTR (P30),False,,P23-2473,03-Oct-2025,Completed,FALSE,KODAK,10.00,238.0100000,"2,380.10"
43678,790 x 1030 x .30 Sonora XTR (P30),False,,P23-2544,06-Nov-2025,Completed,FALSE,KODAK,10.00,238.0100000,"2,380.10"
